Source Course	Target Course
SI 622	LING 441
SI 622	BIT 582
SI 622	EECS 594
SI 622	DESCI 501
SI 622	IOE 636
SI 622	FILMVID 406
SI 622	EDUC 703
SI 622	STRATEGY 553
SI 622	CSIB 645
SI 622	SOC 711
SI 622	IOE 800
SI 622	CAAS 469
SI 622	MO 622
SI 622	SURVMETH 630
SI 622	SURVMETH 632
SI 622	PSYCH 785
SI 622	SI 692
SI 622	PUBPOL 754
SI 622	SI 666
SI 622	SI 665
SI 622	SI 708
SI 622	SI 629
SI 622	SI 626
SI 622	PUBPOL 650
SI 622	OMS 616
SI 622	BIT 750
SI 622	STATS 503
SI 622	BE 550
SI 622	MO 561
SI 622	IOE 539
SI 622	SOC 522
SI 622	EDUC 500
SI 622	POLSCI 596
SI 622	PUBPOL 715
SI 622	ACC 630
SI 622	SI 701
SI 622	PHIL 423
SI 622	ASIAN 500
SI 622	FIN 621
SI 622	PUBPOL 558
SI 622	STATS 500
SI 622	PSYCH 685
SI 622	BA 523
SI 622	ES 715
SI 622	IOE 491
SI 622	ELI 330
SI 622	MKT 619
SI 622	STRATEGY 669
SI 622	OMS 620
SI 622	EDUC 525
SI 622	SI 542
SI 622	ENGLISH 407
SI 622	SI 724
SI 622	HBEHED 600
SI 622	PUBPOL 534
SI 622	STRATEGY 673
SI 622	PSYCH 619
SI 622	PSYCH 681
SI 622	ELI 338
SI 622	PUBPOL 688
SI 622	EDUC 601
SI 622	HISTART 489
SI 622	ECON 500
SI 622	EDUC 737
SI 622	BE 501
SI 622	NRE 531
SI 622	SI 623
SI 622	SI 648
SI 622	PUBPOL 585
SI 622	SI 637
SI 622	SI 661
SI 622	SI 632
SI 622	PSYCH 689
SI 622	PSYCH 988
SI 622	PUBPOL 687
SI 622	PUBPOL 671
SI 622	PSYCH 808
SI 622	SI 633
SI 622	EDUC 898
SI 622	PSYCH 995
SI 622	SI 638
SI 622	MSP 601
SI 622	MSP 602
SI 622	HISTORY 698
SI 622	SI 645
SI 622	SI 624
SI 622	SI 678
SI 622	MSP 609
SI 622	SI 639
SI 622	SI 696
SI 622	SI 643
SI 623	SI 643
SI 623	MHS 663
SI 623	SI 624
SI 623	PSYCH 613
SI 623	OM 587
SI 623	IOE 425
SI 623	SURVMETH 600
SI 623	RUSSIAN 521
SI 623	BA 615
SI 623	PUBPOL 587
SI 623	PUBPOL 580
SI 623	PUBPOL 578
SI 623	SI 745
SI 623	OM 612
SI 623	HISTORY 467
SI 623	OM 625
SI 623	IOE 421
SI 623	EDUC 580
SI 623	PUBPOL 513
SI 623	PUBPOL 686
SI 623	PUBPOL 687
SI 623	SI 732
SI 623	EDUC 609
SI 623	PUBPOL 671
SI 623	ENGLISH 484
SI 623	AMCULT 498
SI 623	SI 860
SI 623	COMORG 654
SI 623	ENGLISH 432
SI 623	PUBPOL 735
SI 623	OB 562
SI 623	IOE 563
SI 623	IOE 522
SI 623	BIT 545
SI 623	SOC 510
SI 623	SURVMETH 632
SI 623	SI 690
SI 623	SI 658
SI 623	BE 550
SI 623	IOE 539
SI 623	SOC 522
SI 623	SI 701
SI 623	PUBPOL 558
SI 623	PSYCH 614
SI 623	PUBPOL 555
SI 623	PUBPOL 529
SI 623	STATS 500
SI 623	ENGLISH 473
SI 623	HB 605
SI 623	PUBPOL 638
SI 623	ENGLISH 993
SI 623	BIT 581
SI 623	AMCULT 993
SI 623	HBEHED 600
SI 623	SI 792
SI 623	SI 840
SI 623	SI 633
SI 623	PUBPOL 534
SI 623	OMS 501
SI 623	PUBPOL 688
SI 623	SI 696
SI 623	SI 668
SI 623	RACKHAM 575
SI 623	PUBPOL 585
SI 623	PSYCH 808
SI 623	SI 688
SI 623	SI 644
SI 623	SI 629
SI 623	SI 791
SI 623	SI 708
SI 623	SI 655
SI 623	SI 702
SI 623	SI 646
SI 623	BIT 648
SI 623	SI 645
SI 623	SI 625
SI 623	BIT 646
SI 623	SI 680
SI 623	BIT 512
SI 623	SI 631
SI 623	NRE 531
SI 623	SI 670
SI 623	SI 679
SI 623	SI 684
SI 623	IOE 536
SI 623	SI 682
SI 623	ARCH 531
SI 623	SI 654
SI 623	SI 689
SI 623	SI 632
SI 624	ENGLISH 549
SI 624	HB 605
SI 624	SI 645
SI 624	SI 792
SI 624	EDUC 601
SI 624	MHS 663
SI 624	SI 696
SI 624	SI 681
SI 624	HISTORY 451
SI 624	EDUC 744
SI 624	EDUC 740
SI 624	PSYCH 111
SI 624	ENGLISH 240
SI 624	EDUC 849
SI 624	SOC 535
SI 624	ADMIN 761
SI 624	PSYCH 561
SI 624	HISTORY 395
SI 624	STATS 407
SI 624	HISTORY 467
SI 624	EDUC 755
SI 624	EDUC 754
SI 624	EDUC 752
SI 624	PSYCH 270
SI 624	UMOVE 101
SI 624	ENGLISH 503
SI 624	ENGLISH 371
SI 624	ENGLISH 370
SI 624	EDUC 605
SI 624	EDUC 604
SI 624	ENGLISH 484
SI 624	AMCULT 498
SI 624	SOC 504
SI 624	ENGLISH 432
SI 624	HISTORY 329
SI 624	EDUC 641
SI 624	UMOVE 136
SI 624	EDUC 859
SI 624	SWC 300
SI 624	MO 622
SI 624	SI 626
SI 624	EDUC 626
SI 624	SI 641
SI 624	SI 690
SI 624	ACABS 591
SI 624	AMCULT 520
SI 624	EDUC 794
SI 624	BIT 678
SI 624	UMOVE 100
SI 624	ENGLISH 473
SI 624	EDUC 525
SI 624	ENGLISH 993
SI 624	SI 678
SI 624	SI 633
SI 624	HISTART 754
SI 624	EDUC 737
SI 624	PSYCH 988
SI 624	PUBPOL 687
SI 624	UMOVE 143
SI 624	SI 658
SI 624	SI 692
SI 624	SI 629
SI 624	BIT 513
SI 624	COMM 810
SI 624	EDUC 995
SI 624	EDUC 898
SI 624	SI 791
SI 624	SI 637
SI 624	EDUC 990
SI 624	BIT 512
SI 624	SI 632
SI 624	SI 676
SI 624	SI 688
SI 624	SI 644
SI 624	SI 649
SI 624	SI 655
SI 624	SI 682
SI 625	PUBPOL 585
SI 625	SI 631
SI 625	OMS 616
SI 625	STRATEGY 574
SI 625	SI 702
SI 625	SI 689
SI 625	ELI 321
SI 625	SI 683
SI 625	SI 627
SI 625	BIT 512
SI 625	SI 699
SI 625	PUBPOL 534
SI 625	BIT 648
SI 625	NRE 605
SI 625	SI 650
SI 625	RCIDIV 351
SI 625	STRATEGY 514
SI 625	SI 628
SI 625	RUSSIAN 521
SI 625	PUBPOL 758
SI 625	BA 615
SI 625	EECS 695
SI 625	BIOSTAT 650
SI 625	BIOSTAT 601
SI 625	FIN 551
SI 625	NRE 512
SI 625	EECS 381
SI 625	ECON 600
SI 625	IOE 552
SI 625	MKT 601
SI 625	HMP 669
SI 625	MKT 603
SI 625	MKT 608
SI 625	COMM 698
SI 625	SLAVIC 490
SI 625	HMP 617
SI 625	COMM 799
SI 625	CAAS 408
SI 625	ELI 334
SI 625	ELI 337
SI 625	ELI 336
SI 625	PUBPOL 515
SI 625	SI 732
SI 625	PUBPOL 677
SI 625	ECON 405
SI 625	SI 606
SI 625	COMM 771
SI 625	SURVMETH 699
SI 625	FIN 615
SI 625	SURVMETH 988
SI 625	HMP 517
SI 625	DUTCH 511
SI 625	LING 441
SI 625	MHS 665
SI 625	ECON 434
SI 625	ECON 502
SI 625	EPID 601
SI 625	IOE 623
SI 625	SI 658
SI 625	SI 690
SI 625	PUBPOL 754
SI 625	BIT 513
SI 625	COMM 810
SI 625	SI 649
SI 625	SI 648
SI 625	SI 655
SI 625	SI 682
SI 625	SI 684
SI 625	PUBPOL 650
SI 625	BIT 750
SI 625	BE 550
SI 625	POLSCI 596
SI 625	PUBPOL 715
SI 625	SWC 630
SI 625	SI 701
SI 625	COMM 993
SI 625	STRATEGY 675
SI 625	ACC 564
SI 625	PUBPOL 529
SI 625	ELI 330
SI 625	SI 550
SI 625	MKT 619
SI 625	SI 510
SI 625	OMS 620
SI 625	COMM 781
SI 625	ARCH 531
SI 625	SI 840
SI 625	SI 688
SI 625	HMP 668
SI 625	BIT 514
SI 625	OMS 501
SI 625	ELI 338
SI 625	SI 767
SI 625	MKT 620
SI 625	NRE 531
SI 625	SI 670
SI 625	SI 661
SI 625	BIT 551
SI 625	SWC 993
SI 625	SI 708
SI 625	DESCI 502
SI 625	SI 626
SI 625	SI 654
SI 625	SI 692
SI 625	RACKHAM 998
SI 625	SI 643
SI 625	SI 644
SI 625	SI 629
SI 625	IOE 536
SI 625	MHS 663
SI 625	SI 647
SI 625	SI 637
SI 625	SI 665
SI 626	SI 681
SI 626	SI 643
SI 626	SI 690
SI 626	SI 629
SI 626	HISTORY 451
SI 626	OM 587
SI 626	PHIL 420
SI 626	IOE 425
SI 626	BA 615
SI 626	EDUC 662
SI 626	PUBPOL 587
SI 626	PUBPOL 580
SI 626	EECS 588
SI 626	STATS 400
SI 626	PUBPOL 578
SI 626	OM 612
SI 626	OM 625
SI 626	IOE 421
SI 626	CAAS 408
SI 626	PUBPOL 513
SI 626	PUBPOL 686
SI 626	PUBPOL 671
SI 626	LHC 582
SI 626	PUBPOL 735
SI 626	OB 562
SI 626	IOE 563
SI 626	WOMENSTD 580
SI 626	COMM 783
SI 626	IOE 522
SI 626	BIT 545
SI 626	SI 654
SI 626	MO 700
SI 626	BE 550
SI 626	IOE 539
SI 626	PUBPOL 715
SI 626	PHIL 423
SI 626	COMM 993
SI 626	PUBPOL 558
SI 626	PUBPOL 555
SI 626	PUBPOL 529
SI 626	BA 523
SI 626	HB 605
SI 626	PUBPOL 636
SI 626	PUBPOL 638
SI 626	SI 645
SI 626	COMM 781
SI 626	BIT 581
SI 626	SI 658
SI 626	PUBPOL 534
SI 626	OMS 501
SI 626	BE 501
SI 626	MHS 663
SI 626	SI 696
SI 626	SI 682
SI 626	SI 655
SI 626	SI 670
SI 626	SI 792
SI 626	RACKHAM 575
SI 626	PUBPOL 585
SI 626	PUBPOL 687
SI 626	SI 516
SI 626	SI 692
SI 626	SI 633
SI 626	MKT 501
SI 626	SWC 993
SI 626	SI 632
SI 626	HISTORY 698
SI 626	SI 649
SI 626	SI 680
SI 626	SI 639
SI 626	SI 668
SI 626	SI 679
SI 626	SI 652
SI 626	SI 663
SI 626	IOE 536
SI 626	ARCH 531
SI 626	SI 791
SI 626	SI 702
SI 626	SI 646
SI 626	SI 637
SI 627	SI 652
SI 627	IOE 836
SI 627	BE 550
SI 627	STRATEGY 574
SI 627	STRATEGY 675
SI 627	PUBPOL 558
SI 627	MUSMETH 406
SI 627	BA 523
SI 627	ES 715
SI 627	PUBPOL 678
SI 627	MKT 619
SI 627	SI 510
SI 627	SI 542
SI 627	SI 840
SI 627	SI 683
SI 627	BIT 512
SI 627	SI 767
SI 627	BE 501
SI 627	MKT 620
SI 627	SI 681
SI 627	SI 668
SI 627	SI 670
SI 627	PUBPOL 585
SI 627	SI 661
SI 627	SI 679
SI 627	SI 562
SI 627	SI 684
SI 627	MKT 501
SI 627	SWC 993
SI 627	ELI 321
SI 627	SI 702
SI 627	SI 654
SI 627	SI 690
SI 627	SI 701
SI 627	COMM 993
SI 627	SI 689
SI 627	SI 648
SI 627	SI 687
SI 627	SI 655
SI 627	SI 676
SI 627	SI 644
SI 627	SI 791
SI 627	SI 649
SI 627	SI 792
SI 627	SI 637
SI 627	SI 632
SI 627	SI 658
SI 627	SI 688
SI 627	SI 692
SI 627	SI 682
SI 629	SI 644
SI 629	HISTART 489
SI 629	MHS 663
SI 629	SI 678
SI 629	MSP 601
SI 629	MSP 602
SI 629	AMCULT 425
SI 629	AMCULT 520
SI 629	HISTORY 796
SI 629	SI 586
SI 629	MSP 609
SI 629	SI 675
SI 629	SI 643
SI 629	HISTART 754
SI 629	SI 654
SI 629	SI 682
SI 629	SI 670
SI 629	SI 792
SI 629	HISTORY 456
SI 629	HISTART 463
SI 629	OM 587
SI 629	ENGLISH 590
SI 629	LATIN 401
SI 629	HISTART 600
SI 629	HISTART 608
SI 629	IOE 425
SI 629	LAW 608
SI 629	HISTORY 672
SI 629	RACKHAM 575
SI 629	RACKHAM 571
SI 629	POLSCI 499
SI 629	ANTHRCUL 658
SI 629	OM 612
SI 629	BCS 439
SI 629	GEOG 406
SI 629	ANTHRCUL 502
SI 629	ENGLISH 463
SI 629	ITALIAN 103
SI 629	ENGLISH 648
SI 629	SAC 455
SI 629	EDUC 874
SI 629	OM 625
SI 629	HISTORY 798
SI 629	ARTDES 713
SI 629	ARTDES 716
SI 629	ARTDES 715
SI 629	ARTDES 652
SI 629	ARTDES 651
SI 629	HISTORY 498
SI 629	HISTART 531
SI 629	IOE 421
SI 629	SOC 530
SI 629	ARTDES 751
SI 629	ARTDES 616
SI 629	ARTDES 615
SI 629	HISTORY 591
SI 629	PUBPOL 770
SI 629	PUBPOL 675
SI 629	SAC 441
SI 629	AMCULT 498
SI 629	SOC 504
SI 629	HISTORY 536
SI 629	ANTHRCUL 553
SI 629	ENGLISH 432
SI 629	LATIN 502
SI 629	WOMENSTD 530
SI 629	WOMENSTD 425
SI 629	OB 562
SI 629	UP 696
SI 629	ARTDES 609
SI 629	ARTDES 605
SI 629	IOE 563
SI 629	ARTDES 551
SI 629	WOMENSTD 580
SI 629	COMM 783
SI 629	ENGLISH 569
SI 629	IOE 522
SI 629	BIT 545
SI 629	ARTDES 456
SI 629	SI 658
SI 629	NRE 531
SI 629	ARTDES 611
SI 629	RACKHAM 570
SI 629	MO 561
SI 629	EECS 584
SI 629	IOE 539
SI 629	EDUC 500
SI 629	POLSCI 596
SI 629	PUBPOL 715
SI 629	PHIL 423
SI 629	ACABS 591
SI 629	COMM 993
SI 629	LING 517
SI 629	ENGLISH 473
SI 629	PUBPOL 678
SI 629	ENGLISH 434
SI 629	COMM 781
SI 629	SI 791
SI 629	HMP 668
SI 629	PUBPOL 534
SI 629	SI 631
SI 629	PUBPOL 688
SI 629	SI 696
SI 629	SI 648
SI 629	SI 719
SI 629	SI 661
SI 629	PUBPOL 687
SI 629	PUBPOL 671
SI 629	ARTDES 600
SI 629	IOE 536
SI 629	MKT 501
SI 629	SWC 993
SI 629	ARCH 531
SI 629	SI 638
SI 629	MO 700
SI 629	SI 645
SI 629	SI 649
SI 629	ELI 320
SI 629	EDUC 606
SI 629	SI 686
SI 629	SI 676
SI 629	SI 688
SI 629	SI 684
SI 629	SI 702
SI 629	SI 689
SI 631	SI 708
SI 631	DESCI 502
SI 631	SI 689
SI 631	PUBPOL 650
SI 631	OMS 616
SI 631	BIT 750
SI 631	EDUC 500
SI 631	IOE 536
SI 631	BIT 512
SI 631	SI 699
SI 631	STRATEGY 673
SI 631	SI 646
SI 631	SI 670
SI 631	SI 658
SI 631	SI 688
SI 631	SI 681
SI 631	BIT 513
SI 631	SWC 993
SI 631	ARCH 531
SI 631	SI 675
SI 631	SI 702
SI 631	SI 690
SI 631	SI 692
SI 631	BIT 648
SI 631	COMM 993
SI 631	SI 645
SI 631	SI 649
SI 631	SI 637
SI 631	SI 840
SI 631	BIT 646
SI 631	RACKHAM 998
SI 631	SI 686
SI 631	SI 683
SI 631	NRE 531
SI 631	SI 648
SI 631	SI 687
SI 631	SI 632
SI 631	SI 679
SI 631	SI 676
SI 631	SI 684
SI 631	MHS 663
SI 631	SI 647
SI 631	SI 655
SI 631	SI 643
SI 631	SI 665
SI 632	MSP 601
SI 632	MSP 602
SI 632	SI 644
SI 632	SI 737
SI 632	MSP 609
SI 632	SI 665
SI 632	MHS 663
SI 632	RACKHAM 575
SI 632	AMCULT 425
SI 632	AMCULT 520
SI 632	MUSMETH 406
SI 632	ENGLISH 434
SI 632	SI 586
SI 632	SI 648
SI 632	SI 791
SI 632	HMP 668
SI 632	HISTART 754
SI 632	HISTART 489
SI 632	PUBPOL 653
SI 632	WOMENSTD 551
SI 632	HISTART 463
SI 632	HISTART 600
SI 632	HISTART 608
SI 632	SI 719
SI 632	HISTORY 672
SI 632	PUBPOL 750
SI 632	RACKHAM 571
SI 632	UP 406
SI 632	POLSCI 499
SI 632	ANTHRCUL 658
SI 632	GEOG 406
SI 632	HISTORY 600
SI 632	ANTHRCUL 502
SI 632	ENGLISH 463
SI 632	ENGLISH 648
SI 632	SAC 455
SI 632	SI 635
SI 632	HISTORY 798
SI 632	HISTORY 641
SI 632	ARTDES 711
SI 632	ARTDES 710
SI 632	HISTORY 498
SI 632	HISTART 531
SI 632	SOC 530
SI 632	ARTDES 610
SI 632	HISTORY 591
SI 632	ANTHRCUL 458
SI 632	PUBPOL 675
SI 632	SAC 441
SI 632	HISTORY 786
SI 632	SOC 504
SI 632	HISTORY 536
SI 632	ANTHRCUL 553
SI 632	WOMENSTD 425
SI 632	HISTART 613
SI 632	UP 696
SI 632	ENGLISH 569
SI 632	SI 641
SI 632	NRE 531
SI 632	SI 792
SI 632	SI 670
SI 632	SI 658
SI 632	SI 643
SI 632	ARTDES 611
SI 632	MO 561
SI 632	EECS 584
SI 632	MUSICOL 503
SI 632	EDUC 500
SI 632	PUBPOL 715
SI 632	PHIL 423
SI 632	HISTORY 796
SI 632	LING 517
SI 632	SI 550
SI 632	ENGLISH 473
SI 632	PUBPOL 678
SI 632	AMCULT 993
SI 632	SI 542
SI 632	ARTDES 700
SI 632	OMS 501
SI 632	PUBPOL 688
SI 632	UP 507
SI 632	SI 654
SI 632	SI 696
SI 632	ARTDES 600
SI 632	SI 688
SI 632	SI 645
SI 632	SI 682
SI 632	SI 840
SI 632	EDUC 402
SI 632	SI 676
SI 632	SI 684
SI 632	SI 702
SI 632	SI 649
SI 632	SI 689
SI 633	SI 655
SI 633	SI 681
SI 633	MSP 601
SI 633	MSP 602
SI 633	MUSICOL 503
SI 633	SI 696
SI 633	SI 690
SI 633	SI 644
SI 633	MSP 609
SI 633	HISTART 754
SI 633	MHS 663
SI 633	LATIN 401
SI 633	HISTART 600
SI 633	ENGLISH 881
SI 633	RACKHAM 571
SI 633	UP 406
SI 633	BIT 645
SI 633	BCS 439
SI 633	ITALIAN 103
SI 633	ENGLISH 648
SI 633	HISTORY 798
SI 633	HISTORY 641
SI 633	ENGLISH 501
SI 633	ANTHRCUL 458
SI 633	PUBPOL 671
SI 633	AMCULT 498
SI 633	HISTORY 536
SI 633	ENGLISH 432
SI 633	LATIN 502
SI 633	UP 696
SI 633	MHS 662
SI 633	SI 654
SI 633	MO 561
SI 633	PHIL 423
SI 633	ASIAN 500
SI 633	ENGLISH 549
SI 633	ENGLISH 473
SI 633	SI 586
SI 633	SI 645
SI 633	MO 501
SI 633	SI 658
SI 633	HMP 668
SI 633	PUBPOL 534
SI 633	PUBPOL 688
SI 633	SI 737
SI 633	HISTART 489
SI 633	UP 507
SI 633	NRE 531
SI 633	SI 648
SI 633	SI 719
SI 633	RACKHAM 575
SI 633	PUBPOL 687
SI 633	SI 516
SI 633	MKT 501
SI 633	SWC 993
SI 633	SI 675
SI 633	BIT 648
SI 633	HISTORY 698
SI 633	COMM 993
SI 633	SI 649
SI 633	SI 678
SI 633	SI 682
SI 633	BIT 646
SI 633	EDUC 606
SI 633	SI 639
SI 633	SI 668
SI 633	SI 670
SI 633	SI 676
SI 633	SI 791
SI 633	SI 702
SI 633	SI 792
SI 637	SI 690
SI 637	HISTART 754
SI 637	MSP 601
SI 637	MSP 602
SI 637	SI 647
SI 637	SI 681
SI 637	WOMENSTD 551
SI 637	ENGLISH 590
SI 637	LATIN 401
SI 637	HISTART 600
SI 637	HISTART 608
SI 637	RACKHAM 575
SI 637	POLSCI 499
SI 637	BCS 439
SI 637	ANTHRCUL 502
SI 637	ITALIAN 103
SI 637	ENGLISH 648
SI 637	SI 635
SI 637	EDUC 874
SI 637	HISTORY 798
SI 637	ARTDES 713
SI 637	ARTDES 716
SI 637	ARTDES 715
SI 637	ARTDES 652
SI 637	ARTDES 651
SI 637	HISTORY 498
SI 637	HISTART 531
SI 637	SOC 530
SI 637	ARTDES 751
SI 637	ARTDES 616
SI 637	ARTDES 615
SI 637	HISTORY 591
SI 637	PUBPOL 675
SI 637	HISTORY 786
SI 637	SOC 504
SI 637	HISTORY 536
SI 637	ANTHRCUL 553
SI 637	LATIN 502
SI 637	HISTART 613
SI 637	UP 696
SI 637	MSP 609
SI 637	ARTDES 609
SI 637	ARTDES 605
SI 637	ARTDES 551
SI 637	ENGLISH 569
SI 637	ARTDES 456
SI 637	MHS 663
SI 637	SI 665
SI 637	SI 666
SI 637	SI 696
SI 637	SI 648
SI 637	AMCULT 425
SI 637	ARTDES 611
SI 637	RACKHAM 570
SI 637	EECS 584
SI 637	EDUC 500
SI 637	PHIL 423
SI 637	AMCULT 520
SI 637	HISTORY 796
SI 637	MUSMETH 406
SI 637	SI 550
SI 637	PUBPOL 678
SI 637	SI 645
SI 637	SI 542
SI 637	SI 644
SI 637	ARTDES 600
SI 637	SI 641
SI 637	SI 682
SI 637	SI 791
SI 637	SI 675
SI 637	SI 654
SI 637	COMM 993
SI 637	SI 792
SI 637	SI 678
SI 637	EDUC 606
SI 637	SI 639
SI 637	SI 670
SI 637	SI 676
SI 637	SI 658
SI 637	SI 688
SI 637	SI 684
SI 637	SI 643
SI 637	SI 649
SI 638	SI 643
SI 638	COMM 810
SI 638	SI 647
SI 638	SI 666
SI 638	ELI 321
SI 638	SI 688
SI 638	SI 684
SI 638	SI 681
SI 638	SI 644
SI 638	IOE 536
SI 638	SI 791
SI 638	MHS 663
SI 638	SI 689
SI 638	SI 655
SI 638	SI 692
SI 638	SI 665
SI 638	SI 682
SI 638	SI 690
SI 639	AMCULT 425
SI 639	ARTDES 611
SI 639	PUBPOL 715
SI 639	HISTORY 796
SI 639	MUSMETH 406
SI 639	ENGLISH 473
SI 639	PUBPOL 678
SI 639	AMCULT 993
SI 639	ARTDES 700
SI 639	SI 737
SI 639	HISTART 489
SI 639	SI 681
SI 639	SI 670
SI 639	ARTDES 600
SI 639	SI 644
SI 639	EDUC 626
SI 639	SI 647
SI 639	MO 700
SI 639	MSP 601
SI 639	MSP 602
SI 639	SI 690
SI 639	MSP 609
SI 639	NRE 531
SI 639	SI 688
SI 639	SI 666
SI 639	SI 791
SI 639	MHS 663
SI 639	SI 649
SI 639	SI 792
SI 639	SI 658
SI 639	SI 643
SI 639	SI 682
SI 641	RACKHAM 575
SI 641	PSYCH 988
SI 641	UMOVE 143
SI 641	EDUC 626
SI 641	EDUC 995
SI 641	EDUC 898
SI 641	SI 666
SI 641	SI 654
SI 641	SI 643
SI 641	EDUC 990
SI 641	EDUC 402
SI 641	SI 690
SI 641	SI 647
SI 641	MHS 663
SI 641	SI 792
SI 641	SI 658
SI 641	SI 688
SI 641	SI 692
SI 641	SI 665
SI 641	SI 681
SI 643	SI 690
SI 643	SI 645
SI 643	ACABS 591
SI 643	ENGLISH 549
SI 643	HB 605
SI 643	ENGLISH 993
SI 643	MO 501
SI 643	SI 792
SI 643	SI 692
SI 643	EDUC 601
SI 643	HISTORY 451
SI 643	HISTORY 456
SI 643	PHIL 420
SI 643	EDUC 744
SI 643	EDUC 740
SI 643	PSYCH 111
SI 643	ENGLISH 240
SI 643	EDUC 849
SI 643	SI 628
SI 643	SOC 535
SI 643	HISTORY 672
SI 643	PUBPOL 750
SI 643	ADMIN 761
SI 643	ENGLISH 881
SI 643	PSYCH 561
SI 643	HISTORY 395
SI 643	STATS 407
SI 643	STATS 400
SI 643	NRE 512
SI 643	HISTORY 467
SI 643	POLSCI 594
SI 643	EDUC 755
SI 643	EDUC 754
SI 643	EDUC 752
SI 643	PSYCH 270
SI 643	UMOVE 101
SI 643	EDUC 580
SI 643	ENGLISH 503
SI 643	ENGLISH 501
SI 643	ENGLISH 371
SI 643	ENGLISH 370
SI 643	PUBPOL 687
SI 643	EDUC 605
SI 643	EDUC 604
SI 643	MKT 614
SI 643	ENGLISH 484
SI 643	SAC 441
SI 643	CLARCH 993
SI 643	COMORG 650
SI 643	SI 516
SI 643	HISTORY 329
SI 643	EDUC 641
SI 643	WOMENSTD 425
SI 643	UMOVE 136
SI 643	EDUC 859
SI 643	SWC 300
SI 643	MHS 665
SI 643	MHS 661
SI 643	MHS 662
SI 643	SI 658
SI 643	SI 644
SI 643	EDUC 626
SI 643	NRE 531
SI 643	SI 791
SI 643	OMS 616
SI 643	MUSICOL 503
SI 643	PHIL 423
SI 643	HISTORY 796
SI 643	EDUC 794
SI 643	UMOVE 100
SI 643	BA 523
SI 643	ENGLISH 473
SI 643	EDUC 525
SI 643	HBEHED 600
SI 643	SI 678
SI 643	SI 655
SI 643	BIT 512
SI 643	STRATEGY 673
SI 643	HISTART 754
SI 643	EDUC 737
SI 643	SI 654
SI 643	RACKHAM 575
SI 643	PSYCH 988
SI 643	UMOVE 143
SI 643	PUBPOL 754
SI 643	BIT 513
SI 643	EDUC 995
SI 643	EDUC 898
SI 643	SI 675
SI 643	SI 688
SI 643	BIT 648
SI 643	COMM 993
SI 643	SI 649
SI 643	EDUC 990
SI 643	SI 682
SI 643	BIT 646
SI 643	SI 648
SI 643	SI 668
SI 643	SI 670
SI 643	SI 676
SI 643	SI 652
SI 643	SI 663
SI 643	SI 646
SI 644	PUBPOL 653
SI 644	SURVMETH 600
SI 644	HISTORY 672
SI 644	OMS 548
SI 644	SI 745
SI 644	HISTORY 600
SI 644	ENGLISH 648
SI 644	ARTDES 711
SI 644	ARTDES 710
SI 644	LING 510
SI 644	EDUC 793
SI 644	EDUC 791
SI 644	EDUC 790
SI 644	ARTDES 610
SI 644	MECHENG 599
SI 644	EDUC 600
SI 644	CLARCH 993
SI 644	SI 860
SI 644	EDUC 526
SI 644	HISTART 613
SI 644	EDUC 703
SI 644	SURVMETH 632
SI 644	SI 692
SI 644	ARTDES 611
SI 644	SOC 522
SI 644	EDUC 500
SI 644	POLSCI 596
SI 644	HISTORY 796
SI 644	PSYCH 614
SI 644	PUBPOL 555
SI 644	STATS 500
SI 644	SI 550
SI 644	EDUC 525
SI 644	SI 586
SI 644	BIT 581
SI 644	AMCULT 993
SI 644	SI 542
SI 644	HBEHED 600
SI 644	SI 665
SI 644	SI 655
SI 644	RACKHAM 998
SI 644	ARTDES 700
SI 644	PSYCH 613
SI 644	HISTART 754
SI 644	SI 737
SI 644	HISTART 489
SI 644	EDUC 737
SI 644	NRE 531
SI 644	SI 702
SI 644	MHS 663
SI 644	SI 666
SI 644	SI 792
SI 644	PUBPOL 687
SI 644	SI 516
SI 644	ARTDES 600
SI 644	COMM 810
SI 644	EDUC 898
SI 644	MKT 501
SI 644	SWC 993
SI 644	SI 682
SI 644	ELI 321
SI 644	MSP 601
SI 644	MSP 602
SI 644	SI 654
SI 644	SI 688
SI 644	SI 690
SI 644	SI 701
SI 644	ELI 320
SI 644	SI 647
SI 644	SI 678
SI 644	MSP 609
SI 644	SI 840
SI 644	SI 686
SI 644	BIT 512
SI 644	SI 696
SI 644	SI 648
SI 644	SI 668
SI 644	SI 652
SI 644	SI 684
SI 644	SI 663
SI 644	IOE 536
SI 644	SI 791
SI 644	SI 646
SI 644	SI 689
SI 644	SI 658
SI 645	EDUC 500
SI 645	SWC 630
SI 645	PUBPOL 558
SI 645	PUBPOL 555
SI 645	PUBPOL 529
SI 645	PUBPOL 636
SI 645	PUBPOL 638
SI 645	SI 647
SI 645	STRATEGY 673
SI 645	MO 603
SI 645	EDUC 601
SI 645	SI 719
SI 645	PUBPOL 585
SI 645	MO 512
SI 645	PUBPOL 687
SI 645	PUBPOL 671
SI 645	SI 666
SI 645	SI 681
SI 645	MO 700
SI 645	SI 665
SI 645	SI 678
SI 645	SI 696
SI 645	SI 658
SI 645	SI 692
SI 645	IOE 536
SI 645	MHS 663
SI 645	SI 688
SI 645	SI 690
SI 646	SWC 993
SI 646	SI 686
SI 646	SI 699
SI 646	PUBPOL 534
SI 646	COMM 993
SI 646	SI 689
SI 646	ASIANLAN 430
SI 646	RCIDIV 351
